ensgene,SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
ENSG00000185236,1708,1595,1879,1200,2047,2575,1605,1893
ENSG00000185238,220,183,239,155,277,338,196,205
ENSG00000185245,19,20,17,8,23,22,19,14
ENSG00000185246,663,577,640,410,751,687,530,551
ENSG00000185247,0,0,0,1,0,0,0,0
ENSG00000185250,49,52,51,24,101,71,46,45
ENSG00000185252,213,114,166,60,239,137,169,105
ENSG00000185261,88,89,76,53,102,135,72,98
ENSG00000185262,286,485,241,248,376,556,233,545
ENSG00000185264,0,0,0,0,0,0,0,0
ENSG00000185267,38,24,88,28,66,48,60,44
ENSG00000185269,1,2,0,2,2,1,4,0
ENSG00000185271,2,4,8,4,2,5,6,3
ENSG00000185272,2,0,0,0,1,0,0,0
ENSG00000185274,21,25,45,57,2,7,12,18
ENSG00000185275,0,0,0,0,0,0,0,0
ENSG00000185278,598,393,531,257,479,530,460,466
ENSG00000185290,2,0,2,2,4,3,5,2
ENSG00000185291,36,39,51,43,56,62,37,42
ENSG00000185294,0,0,0,0,0,0,0,0
ENSG00000185296,1,0,0,0,0,0,0,0
ENSG00000185298,330,469,491,297,368,710,361,418
ENSG00000185303,0,0,0,1,0,0,0,0
ENSG00000185304,19,9,90,48,231,389,93,37
ENSG00000185305,591,583,945,509,745,686,576,820
ENSG00000185306,7,4,9,0,21,3,11,1
ENSG00000185313,0,2,1,1,0,1,0,1
ENSG00000185319,0,0,0,0,0,0,0,0
ENSG00000185324,479,495,800,348,495,746,477,516
ENSG00000185332,4,6,10,8,4,11,2,16
ENSG00000185338,379,187,237,57,443,203,265,102
ENSG00000185339,383,274,524,279,220,195,339,305
ENSG00000185340,373,448,331,260,368,400,318,386
ENSG00000185344,425,400,556,317,477,688,424,555
ENSG00000185345,92,51,64,64,52,62,65,152
ENSG00000185347,20,24,34,20,21,48,40,21
ENSG00000185352,0,2,2,5,0,7,0,13
ENSG00000185359,1911,2227,1909,1309,2277,2942,1437,1951
ENSG00000185361,113,117,122,82,142,206,97,133
ENSG00000185372,0,0,0,0,0,0,0,0
ENSG00000185379,519,377,472,234,397,480,332,338
ENSG00000185385,0,1,1,1,4,2,0,1
ENSG00000185386,293,380,287,260,227,333,227,334
ENSG00000185390,0,0,0,0,0,0,0,0
ENSG00000185404,394,324,458,285,495,623,383,225
ENSG00000185414,523,300,378,269,439,523,312,297
ENSG00000185418,207,141,273,118,382,233,155,136
ENSG00000185420,324,245,354,163,320,402,266,174
ENSG00000185432,1436,5792,1608,4578,1259,4757,1315,8374
ENSG00000185436,0,0,0,1,1,1,0,6
ENSG00000185437,77,33,92,49,100,68,65,97
ENSG00000185442,82,71,72,90,20,76,88,139
ENSG00000185448,0,0,0,0,0,0,0,0
ENSG00000185453,318,296,396,186,360,450,279,285
ENSG00000185467,1,0,0,0,1,0,0,0
ENSG00000185475,548,518,591,434,681,866,453,528
ENSG00000185477,6,4,3,2,9,3,5,7
ENSG00000185479,0,0,0,0,0,0,0,0
ENSG00000185480,220,139,281,121,243,147,234,117
ENSG00000185482,17,8,19,14,28,9,12,5
ENSG00000185483,1167,1075,1435,1060,1056,1529,1056,1426
ENSG00000185485,309,296,330,147,367,364,284,296
ENSG00000185495,77,82,121,28,87,132,148,101
ENSG00000185499,278,372,568,397,236,683,201,483
ENSG00000185504,693,436,665,282,565,779,525,450
ENSG00000185507,91,5,29,11,73,100,37,47
ENSG00000185513,107,100,177,100,209,107,146,107
ENSG00000185515,449,397,446,320,458,683,343,403
ENSG00000185518,1,6,5,0,7,3,1,2
ENSG00000185519,3,5,2,3,5,6,2,5
ENSG00000185522,0,13,0,0,3,12,4,8
ENSG00000185523,2,0,6,2,1,2,2,4
ENSG00000185527,2,4,6,0,8,13,1,1
ENSG00000185532,1613,1001,2153,853,2270,1758,1758,1323
ENSG00000185551,2074,2710,2508,3502,3300,4378,2233,5190
ENSG00000185559,0,0,1,2,2,0,4,10
ENSG00000185561,237,461,678,661,446,1053,427,778
ENSG00000185565,2743,2491,4358,2268,3178,4678,3589,4487
ENSG00000185567,5072,2795,5571,2511,1623,1429,7194,5946
ENSG00000185585,1431,200,1394,420,3548,2209,2564,822
ENSG00000185591,2034,1534,2441,1332,2471,2899,1949,2143
ENSG00000185594,0,0,0,0,0,0,0,0
ENSG00000185596,396,266,474,202,329,412,263,280
ENSG00000185607,1,1,3,0,0,1,0,1
ENSG00000185608,492,496,488,325,487,623,376,435
ENSG00000185610,0,0,0,0,0,0,0,0
ENSG00000185614,56,54,47,28,49,80,65,48
ENSG00000185615,0,3,0,0,1,0,3,3
ENSG00000185619,1176,913,1097,628,1339,1431,825,1147
ENSG00000185621,377,245,461,242,503,455,379,284
ENSG00000185624,18036,16403,21690,11986,22378,27236,15446,14498
ENSG00000185627,1335,1233,1445,840,1214,1504,1108,1029
ENSG00000185630,5132,3310,4686,2002,3829,5095,4030,3512
ENSG00000185631,0,0,1,0,0,0,0,0
ENSG00000185633,302,187,344,97,144,184,480,403
ENSG00000185634,108,104,119,92,197,149,91,87
ENSG00000185638,0,0,0,0,0,0,0,0
ENSG00000185640,0,0,0,0,0,0,0,0
ENSG00000185641,5,5,2,2,0,3,2,0
ENSG00000185650,4999,3052,4373,1793,7426,4640,4405,2754
ENSG00000185651,1599,1672,1928,1197,1934,2483,1355,1613
ENSG00000185652,277,194,571,204,316,382,205,204
ENSG00000185658,1473,1278,1561,1024,1472,2034,1290,1366
ENSG00000185662,0,0,0,0,0,0,0,0
ENSG00000185664,30,24,28,13,5,14,22,23
ENSG00000185666,15,0,5,2,6,3,6,4
ENSG00000185668,0,0,1,0,0,1,1,0
ENSG00000185669,5,0,14,2,12,11,6,6
ENSG00000185670,71,78,130,85,68,61,65,68
ENSG00000185674,0,1,2,0,2,5,0,1
ENSG00000185681,1,4,1,0,2,1,2,0
ENSG00000185684,248,215,422,202,391,436,279,239
ENSG00000185686,0,0,0,0,0,0,0,0
ENSG00000185689,9,15,21,5,18,21,18,5
ENSG00000185697,47,53,173,31,116,103,90,29
ENSG00000185701,0,0,0,0,0,0,0,0
ENSG00000185710,101,3,82,31,23,56,45,57
ENSG00000185716,423,401,359,494,424,774,331,615
ENSG00000185721,635,647,713,549,695,1021,529,511
ENSG00000185722,2390,1984,2637,1412,2505,3194,2122,2242
ENSG00000185728,2223,1686,2650,1416,3002,3347,1953,2116
ENSG00000185730,111,97,102,43,112,145,120,80
ENSG00000185736,2,2,1,3,4,2,4,0
ENSG00000185737,1,0,0,0,0,0,0,0
ENSG00000185739,3,5,12,1,11,4,9,1
ENSG00000185742,13,19,10,2,2,8,12,3
ENSG00000185745,606,148,535,142,286,90,380,119
ENSG00000185753,232,212,311,163,288,322,225,260
ENSG00000185758,0,0,1,0,0,0,0,0
ENSG00000185760,30,16,53,11,11,44,89,44
ENSG00000185761,386,284,559,354,265,425,524,608
ENSG00000185774,19,10,27,8,19,24,14,20
ENSG00000185775,0,0,0,0,0,0,0,0
ENSG00000185787,6668,6060,9617,5665,9109,11605,6577,7644
ENSG00000185792,0,0,1,1,0,0,1,0
ENSG00000185798,84,111,105,70,102,119,82,99
ENSG00000185800,700,684,884,466,823,1312,732,867
ENSG00000185803,501,648,524,370,603,1076,496,624
ENSG00000185808,173,179,234,140,317,324,167,174
ENSG00000185811,0,0,0,0,0,0,0,0
ENSG00000185813,370,714,462,519,354,819,316,747
ENSG00000185818,1,3,3,3,2,1,4,2
ENSG00000185821,0,0,0,0,0,0,0,0
ENSG00000185823,6,7,4,3,5,10,5,3
ENSG00000185825,1773,1883,2319,1444,2331,3373,1510,1817
ENSG00000185829,143,114,166,83,161,276,169,210
ENSG00000185834,3,5,1,0,2,6,0,0
ENSG00000185838,86,100,63,37,100,146,66,49
ENSG00000185839,2,0,2,0,1,0,0,0
ENSG00000185842,66,62,87,39,91,114,69,56
ENSG00000185860,1,2,3,7,8,18,1,3
ENSG00000185862,15,18,24,12,83,40,13,7
ENSG00000185863,0,1,0,0,1,1,0,1
ENSG00000185864,162,207,258,140,257,270,139,152
ENSG00000185869,94,80,154,84,140,156,111,119
ENSG00000185873,0,0,4,1,3,2,3,1
ENSG00000185875,88,43,94,37,94,94,94,32
ENSG00000185880,216,143,220,149,228,208,189,178
ENSG00000185883,1325,1388,1741,1203,1908,2455,1397,1708
ENSG00000185885,766,480,805,391,810,865,539,634
ENSG00000185888,0,0,0,0,0,0,0,0
ENSG00000185894,0,0,0,0,0,0,0,0
ENSG00000185896,11752,9974,13631,8015,12599,15141,9392,9972
ENSG00000185897,0,0,0,0,0,0,0,0
ENSG00000185899,0,0,0,0,0,0,0,0
ENSG00000185900,53,26,49,25,48,69,45,57
ENSG00000185903,0,0,0,0,0,0,0,0
ENSG00000185905,2,2,3,2,5,6,1,2
ENSG00000185909,482,577,531,431,478,389,471,489
ENSG00000185915,0,0,0,1,1,1,0,1
ENSG00000185917,259,191,421,165,374,405,323,236
ENSG00000185920,1366,1218,1649,613,1104,1661,497,933
ENSG00000185924,2,2,0,1,1,1,3,1
ENSG00000185926,0,0,0,0,0,0,0,0
ENSG00000185933,0,2,4,3,7,11,5,4
ENSG00000185940,0,0,0,0,0,0,0,0
ENSG00000185942,0,0,0,0,0,0,1,0
ENSG00000185946,577,413,485,343,510,565,374,480
ENSG00000185947,158,132,124,60,161,210,115,112
ENSG00000185950,904,2203,925,2854,848,4533,847,4692
ENSG00000185955,8,4,1,2,6,10,9,6
ENSG00000185958,5,1,5,3,3,12,4,6
ENSG00000185960,5,4,7,6,7,7,8,8
ENSG00000185962,0,0,0,0,0,0,0,0
ENSG00000185963,960,917,1147,693,1175,1586,822,1096
ENSG00000185966,0,0,0,0,0,0,0,0
ENSG00000185972,16,6,17,3,28,13,24,8
ENSG00000185973,291,191,376,141,315,317,219,178
ENSG00000185974,0,0,0,0,0,0,0,0
ENSG00000185982,0,0,0,0,0,0,0,0
ENSG00000185985,2,0,3,2,3,3,4,6
ENSG00000185986,68,59,120,61,58,80,77,68
ENSG00000185988,4,2,2,0,2,8,1,3
ENSG00000185989,560,530,535,292,725,1015,447,576
ENSG00000186001,1464,1050,2161,867,1817,2025,1052,1174
ENSG00000186007,0,0,0,0,0,0,2,0
ENSG00000186008,0,1,0,0,0,1,0,0
ENSG00000186009,0,0,0,0,0,0,1,0
ENSG00000186010,1592,1383,1670,753,1499,2072,1042,1007
ENSG00000186017,206,131,184,103,152,153,194,201
ENSG00000186020,309,165,319,168,268,321,260,249
ENSG00000186026,119,113,108,92,118,140,116,94
ENSG00000186038,0,0,0,0,0,0,0,0
ENSG00000186047,0,1,1,0,0,0,0,0
ENSG00000186049,0,0,0,0,0,0,0,0
ENSG00000186051,1,0,1,0,1,1,1,0
ENSG00000186063,3634,3722,3774,3132,3727,5590,3251,4541
ENSG00000186073,376,255,443,154,430,367,407,263
ENSG00000186074,0,0,0,0,0,0,0,0
ENSG00000186075,6,3,5,3,2,6,1,3
ENSG00000186076,0,0,0,0,0,35,0,0
ENSG00000186081,0,0,1,0,0,0,0,0
ENSG00000186082,0,0,0,0,1,0,0,1
ENSG00000186086,0,1,0,0,0,1,0,1
ENSG00000186088,94,151,184,141,168,287,112,184
ENSG00000186090,0,0,0,0,0,0,0,0
ENSG00000186092,0,0,0,0,0,0,0,0
ENSG00000186094,5,3,3,2,3,2,2,2
ENSG00000186103,0,1,2,0,1,3,0,0
ENSG00000186104,176,115,166,100,187,188,185,138
ENSG00000186105,3,0,1,3,1,10,3,3
ENSG00000186106,89,96,127,64,168,183,104,98
ENSG00000186111,2440,2234,2610,1550,2607,3363,2210,2313
ENSG00000186113,0,0,0,0,0,0,0,0
ENSG00000186115,0,4,0,0,0,0,0,0
ENSG00000186117,0,0,0,0,0,0,0,0
ENSG00000186118,2,0,1,1,2,0,0,1
ENSG00000186119,0,0,0,0,0,0,0,0
ENSG00000186124,0,0,0,0,0,0,0,0
ENSG00000186130,276,237,284,180,243,342,206,216
ENSG00000186132,91,69,88,59,93,108,71,79
ENSG00000186136,1,0,0,0,0,0,0,0
ENSG00000186141,576,496,692,461,795,994,618,640
ENSG00000186143,0,0,0,0,0,0,0,0
ENSG00000186146,0,0,0,0,0,0,0,0
ENSG00000186150,1,1,2,0,0,2,1,6
ENSG00000186152,0,0,0,0,0,0,0,0
ENSG00000186153,212,199,227,137,281,237,180,143
ENSG00000186160,0,0,0,0,0,0,0,0
ENSG00000186162,155,193,204,97,253,264,174,127
ENSG00000186163,0,0,0,0,0,0,0,0
ENSG00000186166,91,74,94,54,99,104,84,71
ENSG00000186174,2881,3322,2921,2029,3776,4767,2897,3086
ENSG00000186184,929,817,932,621,982,1001,888,1129
ENSG00000186185,19,22,25,10,14,28,24,7
ENSG00000186187,684,556,758,515,749,637,594,777
ENSG00000186188,3,5,6,5,6,5,7,7
ENSG00000186190,0,0,0,0,0,0,0,0
ENSG00000186191,1,1,0,0,0,0,0,0
ENSG00000186193,2,12,5,1,8,7,5,5
ENSG00000186197,0,0,2,0,0,1,0,0
ENSG00000186198,105,36,50,15,77,21,38,10
ENSG00000186204,0,0,0,0,3,1,0,0
ENSG00000186205,178,95,108,38,124,102,67,68
ENSG00000186207,0,0,1,0,0,0,0,0
ENSG00000186212,1,1,5,4,6,6,1,0
ENSG00000186222,191,162,193,105,197,247,163,166
ENSG00000186223,0,0,0,0,0,0,0,0
ENSG00000186226,1,0,0,0,0,0,0,0
ENSG00000186230,78,42,36,29,51,74,45,44
ENSG00000186231,0,0,0,0,0,0,0,2
ENSG00000186232,0,0,0,0,0,0,0,0
ENSG00000186234,8,2,5,3,4,2,3,1
ENSG00000186244,0,0,0,0,0,0,0,0
ENSG00000186260,937,601,1172,341,747,808,738,491
ENSG00000186265,1,0,9,0,0,2,0,0
ENSG00000186268,0,0,0,0,0,0,0,0
ENSG00000186272,97,65,121,60,127,151,93,106
ENSG00000186280,23,11,25,15,17,21,20,10
ENSG00000186281,36,18,86,45,198,334,43,47
ENSG00000186283,638,644,665,448,505,718,633,734
ENSG00000186288,3,2,7,2,8,5,2,0
ENSG00000186297,1,0,1,3,0,5,1,0
ENSG00000186298,2061,1986,2302,1255,2204,2891,1740,1837
ENSG00000186300,170,117,165,115,152,226,135,131
ENSG00000186301,38,47,41,34,43,53,21,26
ENSG00000186306,0,0,0,0,0,0,0,0
ENSG00000186310,100,42,161,48,112,52,92,65
ENSG00000186312,126,106,134,67,135,168,150,135
ENSG00000186314,28,29,32,27,17,91,48,64
ENSG00000186318,3686,2771,4220,2691,5014,4980,3213,3870
ENSG00000186326,5,0,5,0,4,2,1,3
ENSG00000186328,0,0,0,0,0,0,0,0
ENSG00000186329,56,43,93,43,87,134,61,60
ENSG00000186334,3,7,4,1,1,4,5,5
ENSG00000186335,9,6,9,5,13,7,5,11
ENSG00000186340,21343,10973,20110,7598,13551,14573,17464,12251
ENSG00000186350,1876,1597,1862,1147,1657,2490,1891,2277
ENSG00000186352,149,179,91,70,96,154,88,109
ENSG00000186354,55,50,21,23,59,19,28,34
ENSG00000186364,72,35,98,31,61,37,74,48
ENSG00000186367,2,1,3,1,6,4,2,4
ENSG00000186376,420,421,494,288,395,442,403,395
ENSG00000186377,15,6,71,21,1,1,64,45
ENSG00000186393,0,0,1,0,1,0,1,0
ENSG00000186395,206,210,188,195,177,253,183,203
ENSG00000186399,102,63,155,64,112,94,76,81
ENSG00000186400,0,0,0,0,0,0,0,0
ENSG00000186407,1,1,7,1,3,2,0,2
ENSG00000186409,79,63,133,64,85,113,93,74
ENSG00000186416,144,143,163,111,138,216,129,161
ENSG00000186417,988,691,738,330,2416,1463,414,578
ENSG00000186431,0,0,0,0,1,0,0,0
ENSG00000186432,2012,1356,2056,1457,3015,2958,1688,1281
ENSG00000186439,0,0,0,0,0,0,0,0
ENSG00000186440,0,0,0,0,0,0,0,0
ENSG00000186442,0,0,0,0,0,0,0,0
ENSG00000186446,49,40,37,20,41,49,52,35
ENSG00000186448,287,185,309,153,327,298,248,234
ENSG00000186451,1,0,1,0,0,0,2,1
ENSG00000186452,2,2,4,1,1,4,0,3
ENSG00000186453,0,3,5,1,7,6,5,3
ENSG00000186458,0,0,0,0,0,0,0,0
ENSG00000186462,23,44,41,34,13,22,93,213
ENSG00000186466,0,0,2,0,0,0,0,0
ENSG00000186468,14531,14595,14462,7999,11908,13145,9627,8914
ENSG00000186469,668,299,512,128,880,425,339,128
ENSG00000186470,442,271,789,371,756,642,679,489
ENSG00000186471,0,0,0,0,0,3,0,0
ENSG00000186472,0,1,8,1,0,0,1,0
ENSG00000186474,0,0,0,0,0,0,0,0
ENSG00000186479,0,0,0,0,9,5,0,1
ENSG00000186480,653,248,493,99,230,146,251,222
ENSG00000186481,2,2,8,4,12,8,3,1
ENSG00000186487,1,7,7,3,6,2,5,3
ENSG00000186493,74,94,108,68,25,32,213,290
ENSG00000186496,82,52,103,62,95,106,87,91
ENSG00000186501,596,603,814,441,803,1050,582,616
ENSG00000186508,0,0,0,0,0,0,0,0
ENSG00000186509,0,0,0,0,0,1,0,0
ENSG00000186510,3,6,8,7,10,8,1,7
ENSG00000186513,0,0,0,0,0,0,0,0
ENSG00000186517,9,2,6,1,7,14,6,3
ENSG00000186522,2545,1966,2755,1569,3665,4145,2515,2675
ENSG00000186523,178,90,184,66,155,203,147,103
ENSG00000186526,2,4,5,7,8,10,7,4
ENSG00000186529,3,26,30,1,6,15,3,0
ENSG00000186532,226,173,328,154,312,361,249,247
ENSG00000186543,1,0,1,0,0,0,0,0
ENSG00000186562,0,0,0,0,0,0,0,0
ENSG00000186564,10,13,30,15,13,18,20,25
ENSG00000186566,1410,1123,1980,879,1744,2312,1447,1438
ENSG00000186567,326,317,450,179,561,747,397,374
ENSG00000186572,0,0,0,0,0,0,0,0
ENSG00000186575,1409,2611,2652,2698,1705,3235,1852,4199
ENSG00000186577,363,312,331,196,358,445,334,306
ENSG00000186579,0,0,0,0,0,0,0,0
ENSG00000186583,0,0,0,0,0,0,0,0
ENSG00000186591,5352,5012,7233,4542,7871,9083,5738,6668
ENSG00000186599,0,0,0,0,0,0,0,0
ENSG00000186603,7,9,1,0,4,5,4,6
ENSG00000186625,398,313,424,283,489,495,327,424
ENSG00000186628,40,34,47,38,52,67,42,32
ENSG00000186635,3407,2252,4177,1644,3496,3788,2841,2282
ENSG00000186638,28,20,31,24,30,30,21,16
ENSG00000186642,0,5,5,0,8,1,4,4
ENSG00000186645,4,4,3,5,6,2,4,3
ENSG00000186648,1,1,1,10,1,7,7,1
ENSG00000186652,9,0,0,0,0,0,0,0
ENSG00000186654,433,323,538,239,263,303,431,444
ENSG00000186660,2339,2057,2608,1686,3086,3150,2311,2260
ENSG00000186665,331,243,390,119,338,205,310,192
ENSG00000186666,152,96,192,75,188,216,144,117
ENSG00000186675,1,0,0,0,0,0,0,0
ENSG00000186676,8,9,11,8,0,1,6,7
ENSG00000186678,0,0,0,0,0,0,0,0
ENSG00000186684,16,12,10,7,19,8,9,5
ENSG00000186687,395,294,391,226,625,690,385,304
ENSG00000186704,25,31,20,11,24,27,31,34
ENSG00000186710,1,0,0,0,0,1,1,1
ENSG00000186714,72,29,5,1,0,0,0,16
ENSG00000186715,36,27,41,26,33,36,30,18
ENSG00000186716,784,743,942,637,895,1195,845,879
ENSG00000186723,0,0,0,0,0,0,0,0
ENSG00000186732,0,0,0,0,0,0,0,0
ENSG00000186743,0,1,0,0,0,0,0,0
ENSG00000186765,5,8,29,10,17,66,31,24
ENSG00000186766,0,0,0,0,0,0,0,0
ENSG00000186767,77,68,87,40,90,104,66,42
ENSG00000186777,2,1,3,2,2,5,1,0
ENSG00000186787,104,103,91,56,94,140,99,106
ENSG00000186788,0,0,0,0,0,0,0,0
ENSG00000186790,0,0,1,2,0,0,0,0
ENSG00000186792,39,44,74,50,39,47,38,68
ENSG00000186795,0,0,0,0,0,0,0,0
ENSG00000186803,0,0,0,0,0,0,0,0
ENSG00000186806,25,24,25,24,39,19,23,27
ENSG00000186810,0,0,0,0,0,0,0,0
ENSG00000186812,608,430,776,352,723,788,586,555
ENSG00000186814,480,336,717,327,767,782,478,366
ENSG00000186815,1372,1344,1913,1460,1831,3282,1702,2295
ENSG00000186818,0,0,0,0,0,0,0,0
ENSG00000186827,3,0,3,0,2,1,1,2
ENSG00000186831,0,0,1,0,0,1,0,0
ENSG00000186832,0,0,0,0,0,0,0,0
ENSG00000186834,1127,1537,1259,815,1331,1479,894,962
ENSG00000186838,1,0,3,0,3,0,0,0
ENSG00000186844,0,0,0,0,0,0,0,0
ENSG00000186847,0,0,1,0,0,0,0,0
ENSG00000186854,89,57,92,29,375,273,87,62
ENSG00000186860,0,0,0,0,0,0,0,0
ENSG00000186862,34,27,37,51,30,33,29,38
ENSG00000186866,1670,1360,1993,1257,2218,2662,1553,1352
ENSG00000186867,0,0,0,0,0,0,0,0
ENSG00000186868,51,21,11,7,23,25,15,7
ENSG00000186871,10,3,9,4,7,7,5,8
ENSG00000186881,0,0,0,0,0,0,0,0
ENSG00000186886,0,0,0,0,0,0,0,0
ENSG00000186889,96,60,115,73,103,96,76,63
ENSG00000186891,1,0,1,0,3,6,0,0
ENSG00000186895,0,0,0,0,0,0,0,0
ENSG00000186897,0,5,2,1,2,0,0,0
ENSG00000186907,162,82,120,25,78,37,65,35
ENSG00000186908,932,688,1065,492,1056,1108,958,891
ENSG00000186910,0,0,0,0,0,0,0,0
ENSG00000186912,0,1,1,0,1,0,1,3
ENSG00000186918,2694,2753,2369,2030,2292,7186,2383,3542
ENSG00000186919,3,24,3,0,1,4,0,4
ENSG00000186924,0,0,0,0,0,0,0,0
ENSG00000186925,0,0,0,0,0,0,0,0
ENSG00000186930,0,0,0,0,0,0,0,0
ENSG00000186940,0,0,0,0,0,0,1,0
ENSG00000186943,0,0,0,0,0,0,0,0
ENSG00000186951,894,858,941,686,957,1065,790,1124
ENSG00000186952,74,39,86,41,52,32,102,45
ENSG00000186965,0,0,0,0,0,0,0,0
ENSG00000186967,0,0,0,0,0,0,0,0
ENSG00000186970,0,0,0,0,0,0,0,0
ENSG00000186971,0,0,0,0,0,0,0,0
ENSG00000186973,2,4,1,1,1,0,1,1
ENSG00000186976,109,40,93,68,121,101,73,37
ENSG00000186977,0,0,0,0,0,0,0,0
ENSG00000186980,0,0,0,0,0,0,0,0
ENSG00000186994,30,13,36,4,6,12,13,17
ENSG00000186998,10,3,9,3,8,2,5,1
ENSG00000187003,0,0,0,0,0,0,0,0
ENSG00000187005,0,0,0,0,0,0,2,0
ENSG00000187010,30,19,30,5,24,21,8,20
ENSG00000187017,0,1,0,0,1,0,3,0
ENSG00000187021,0,1,4,0,3,0,3,2
ENSG00000187024,95,106,110,64,92,154,112,88
ENSG00000187026,0,0,0,0,0,0,0,0
ENSG00000187033,1,1,1,0,1,0,0,0
ENSG00000187037,0,0,2,4,6,3,4,1
ENSG00000187045,2,1,3,1,0,4,5,3
ENSG00000187048,2,3,2,2,4,2,2,3
ENSG00000187049,167,155,205,80,242,242,158,137
ENSG00000187051,699,756,643,446,646,922,523,720
ENSG00000187054,0,0,0,1,0,0,0,0
ENSG00000187066,46,32,44,29,42,52,38,24
ENSG00000187068,14,12,20,15,9,18,13,8
ENSG00000187079,5851,7450,7699,6085,8561,19152,5127,10254
ENSG00000187080,0,0,0,0,0,0,0,0
ENSG00000187082,0,0,0,0,0,0,0,0
ENSG00000187091,698,597,841,560,538,864,492,739
ENSG00000187094,9,37,26,12,7,26,20,62
ENSG00000187097,375,358,416,304,412,542,338,503
ENSG00000187098,1189,1219,1386,879,1663,1805,1263,1726
ENSG00000187103,0,1,0,0,0,0,0,0
ENSG00000187105,3,4,11,21,19,6,14,2
ENSG00000187109,11040,12452,11619,9675,11812,16215,8930,13541
ENSG00000187116,0,0,0,0,1,0,0,0
ENSG00000187118,152,159,149,164,225,305,142,179
ENSG00000187122,15,1,8,0,3,7,8,9
ENSG00000187123,4,7,9,3,16,11,6,5
ENSG00000187134,7422,20114,9198,9467,14221,13607,6494,20883
ENSG00000187135,0,0,0,0,0,0,0,0
ENSG00000187140,0,0,0,0,0,0,1,0
ENSG00000187144,3,2,3,4,4,2,4,3
ENSG00000187147,1112,1215,1234,694,1240,1551,881,1106
ENSG00000187151,4,7,7,37,26,30,7,44
ENSG00000187164,157,116,187,119,201,282,191,145
ENSG00000187166,0,0,0,1,1,0,0,1
ENSG00000187170,0,0,1,0,0,0,0,0
ENSG00000187172,1,0,3,1,3,2,4,2
ENSG00000187173,2,7,7,0,3,1,2,2
ENSG00000187175,0,0,0,0,0,0,0,0
ENSG00000187180,1,0,2,1,1,0,0,0
ENSG00000187186,71,45,46,14,55,77,56,40
ENSG00000187187,60,40,61,44,77,91,84,35
ENSG00000187189,661,393,642,312,605,529,515,387
ENSG00000187191,0,0,0,0,0,0,0,0
ENSG00000187193,33,366,46,251,41,320,41,410
ENSG00000187210,1172,1336,2149,1498,760,3168,1646,2099
ENSG00000187223,0,0,0,0,0,0,0,0
ENSG00000187231,1555,1276,1334,870,1796,1333,1446,1289
ENSG00000187238,0,0,0,0,0,0,0,0
ENSG00000187239,962,1640,1810,1763,1427,2839,1670,2786
ENSG00000187240,1733,2188,2471,1284,2055,2349,1625,1715
ENSG00000187242,0,0,0,0,0,0,0,0
ENSG00000187243,749,581,642,332,871,907,589,531
ENSG00000187244,586,440,876,349,538,589,649,546
ENSG00000187257,381,342,452,295,540,502,376,409
ENSG00000187258,0,0,0,0,0,0,0,0
ENSG00000187260,6,10,16,13,10,17,9,3
ENSG00000187266,192,118,156,74,153,177,137,116
ENSG00000187268,2,5,11,5,15,1,17,2
ENSG00000187272,0,0,0,0,0,0,0,0
ENSG00000187288,3,35,3,25,4,17,4,55
ENSG00000187323,12,7,7,5,5,16,5,4
ENSG00000187325,473,382,522,325,568,547,324,329
ENSG00000187372,70,35,101,34,183,185,61,41
ENSG00000187391,456,366,720,312,604,689,505,579
ENSG00000187398,2,3,5,1,7,4,1,0
ENSG00000187416,0,0,0,1,0,0,0,0
ENSG00000187446,2452,2215,2337,1844,2229,3999,1885,2555
ENSG00000187472,0,0,0,0,0,0,0,0
ENSG00000187474,1,0,0,0,1,0,0,0
ENSG00000187475,0,0,0,0,1,0,0,0
ENSG00000187479,16,63,49,71,44,68,45,77
ENSG00000187481,0,0,0,0,0,0,0,0
ENSG00000187483,0,0,0,0,0,0,0,0
ENSG00000187486,1,0,1,0,0,0,4,2
ENSG00000187492,5,6,12,6,8,33,11,19
ENSG00000187498,1087,2880,1354,1571,1992,6704,1169,2797
ENSG00000187504,0,0,1,0,0,0,0,0
ENSG00000187510,0,0,1,0,0,1,0,0
ENSG00000187513,0,0,0,0,0,0,0,2
ENSG00000187514,6798,6678,9522,4674,13677,16298,7114,6122
ENSG00000187516,0,0,0,0,0,0,0,0
ENSG00000187522,425,419,449,260,448,558,461,432
ENSG00000187527,0,1,0,0,0,0,0,0
ENSG00000187531,214,199,270,183,204,306,179,196
ENSG00000187533,2,1,1,1,2,2,0,1
ENSG00000187534,0,0,0,0,1,0,0,0
ENSG00000187535,835,642,998,502,870,1195,810,875
ENSG00000187536,0,0,0,0,0,0,0,0
ENSG00000187537,0,0,0,0,0,0,0,0
ENSG00000187545,0,0,0,0,0,0,0,0
ENSG00000187546,3,0,7,0,2,3,4,1
ENSG00000187550,0,0,1,0,0,0,0,0
ENSG00000187553,3,6,5,3,3,3,4,1
ENSG00000187554,5,7,7,5,1,5,10,5
ENSG00000187555,1591,1738,1988,1350,2025,2317,1625,1690
ENSG00000187556,9,4,7,5,10,4,4,6
ENSG00000187559,1,0,0,0,0,0,0,0
ENSG00000187566,38,16,25,26,15,21,32,24
ENSG00000187569,0,0,0,0,0,0,0,1
